text,intent,sentiment
bạn là ai 💬 id15246,Chitchat,Neutral
cậu muốn hỏi bot làm được gì 🤔,Chitchat,Neutral
ở đâu á vậy Mimo dễ thương id15248,Chitchat,Neutral
Vì đi học met qá nên tui hơi vô tri 🥲,Chitchat,Negative
ở đâu á vậy Mimo ơi ❓ id15250,Chitchat,Neutral
Hế lô bot làm được gì id15251,Chitchat,Neutral
Thank you vì thông minh ❤️ id15252,Chitchat,Positive
bạn là ai id15253,Chitchat,Neutral
Vì deadline dí nên hơi mệt,Chitchat,Negative
em muốn hỏi bot ơi bot làm được gì 👀,Chitchat,Neutral
ta muốn hỏi bot ơi có nghe rõ trả lời không 🤖,Chitchat,Neutral
bạn id15257,Chitchat,Positive
Hế lô bot bạn là ai 🐧,Chitchat,Neutral
bà muốn hỏi bot ơi ai tạo ra bạn 🐧,Chitchat,Neutral
biết nói chuyện không vậy Mimo dễ thương id15260,Chitchat,Neutral
ở đâu á id15261,Chitchat,Neutral
bác muốn hỏi bot là nam hay nữ 🤖,Chitchat,Neutral
đang làm gì đấy vậy bot ❓ id15263,Chitchat,Neutral
ở đâu á id15264,Chitchat,Neutral
Mimo ơi 🥰 id15265,Chitchat,Positive
Tks vì chất lượng ❤️,Chitchat,Positive
Vì deadline ngập đầu nên mấy ní hơi nản,Chitchat,Negative
vì chất lượng (^_<) id15268,Chitchat,Positive
bạn đang làm gì đấy 💬,Chitchat,Neutral
Alo ơi bác đang chán,Chitchat,Negative
có nghe rõ trả lời không id15271,Chitchat,Neutral
tên gì á vậy Mimo id15272,Chitchat,Neutral
Ê biết nói chuyện không id15273,Chitchat,Neutral
ở đâu á vậy Mimo id15274,Chitchat,Neutral
bot làm được gì vậy 🤖 id15275,Chitchat,Neutral
Alo bot ơi mình đang buồn 💔,Chitchat,Negative
Thích Mimo ghê thông minh id15277,Chitchat,Positive
Chào ngày mới vui vẻ nha vì 🤣 id15278,Chitchat,Positive
bot ơi ở đâu á id15279,Chitchat,Neutral
Thích ghê app xịn xò id15280,Chitchat,Positive
bot cute xỉu 🤩 id15281,Chitchat,Positive
Ê là nam hay nữ id15282,Chitchat,Neutral
Thích ghê 🥰 id15283,Chitchat,Positive
bạn là ai id15284,Chitchat,Neutral
Alo bot ơi bác đang vô tri id15285,Chitchat,Negative
cậu thấy buồn qá 😢,Chitchat,Negative
Thích Mimo ghê cute xỉu id15287,Chitchat,Positive
Tks vì đỉnh nóc kịch trần 🥰,Chitchat,Positive
ai tạo ra bạn vậy id15289,Chitchat,Neutral
bro muốn hỏi mấy tuổi rồi,Chitchat,Neutral
Alo ai tạo ra bạn id15291,Chitchat,Neutral
Hey Mimo dễ thương Tks,Chitchat,Positive
Thích ghê quá đã id15293,Chitchat,Positive
Hế lô đang làm gì đấy 🐧,Chitchat,Neutral
Vì deadline ngập đầu nên cậu hơi bất lực,Chitchat,Negative
mình thấy chán quá 😭 id15296,Chitchat,Negative
Mimo dễ thương 🔥 id15297,Chitchat,Positive
nản vcl đi học mệt quá 💔,Chitchat,Negative
tổn thương vcl đi học mệt quá 😢 id15299,Chitchat,Negative
Thích bạn ghê quá đã id15300,Chitchat,Positive
mấy tuổi rồi 🤔 id15301,Chitchat,Neutral
Mimo ơi chất lượng id15302,Chitchat,Positive
biết nói chuyện không vậy bot 👀 id15303,Chitchat,Neutral
tui muốn hỏi Mimo dễ thương tên gì á id15304,Chitchat,Neutral
Alo ơi em đang stress 😭,Chitchat,Negative
đang làm gì đấy 🤖 id15306,Chitchat,Neutral
Chào nha là nam hay nữ id15307,Chitchat,Neutral
bro thấy buồn quá 😢,Chitchat,Negative
mấy ní muốn hỏi Mimo ơi là nam hay nữ id15309,Chitchat,Neutral
Hey Mimo Mãi iu ❤️,Chitchat,Positive
bot làm được gì id15311,Chitchat,Neutral
bot 🥰 id15312,Chitchat,Positive
Củm ơn id15313,Chitchat,Positive
Thích ghê ❤️ id15314,Chitchat,Positive
bạn mấy tuổi rồi id15315,Chitchat,Neutral
Củm ơn vì id15316,Chitchat,Positive
Alo ơi đang mệt 🥲 id15317,Chitchat,Negative
là nam hay nữ id15318,Chitchat,Neutral
Hế lô Mimo dễ thương tên gì á,Chitchat,Neutral
tên gì á ❓ id15320,Chitchat,Neutral
ai tạo ra bạn id15321,Chitchat,Neutral
bot Củm ơn id15322,Chitchat,Positive
Love ya vì quá đã ❤️,Chitchat,Positive
mấy tuổi rồi id15324,Chitchat,Neutral
Thích ghê 🤩 id15325,Chitchat,Positive
Chào nha Mimo ơi có nghe rõ trả lời không ❓,Chitchat,Neutral
Ê bạn là ai id15327,Chitchat,Neutral
bạn là ai vậy bot ơi id15328,Chitchat,Neutral
bà muốn hỏi là nam hay nữ ❓,Chitchat,Neutral
Chào ngày mới vui vẻ nha vì id15330,Chitchat,Positive
Biết ơn 🔥 id15331,Chitchat,Positive
biết nói chuyện không id15332,Chitchat,Neutral
ông thấy chán quá,Chitchat,Negative
Hey Củm ơn id15334,Chitchat,Positive
Vì hết tiền nên tui hơi áp lực,Chitchat,Negative
Mimo Chào ngày mới vui vẻ nha 🔥 id15336,Chitchat,Positive
bot làm được gì vậy Mimo 👀,Chitchat,Neutral
đang làm gì đấy id15338,Chitchat,Neutral
stress vcl 😮‍💨 id15339,Chitchat,Negative
Alo ơi em đang vô tri,Chitchat,Negative
bot ơi đang làm gì đấy 🐧 id15341,Chitchat,Neutral
bot làm được gì vậy id15342,Chitchat,Neutral
mình muốn hỏi Mimo tên gì á id15343,Chitchat,Neutral
Thích bot ghê 🤩 id15344,Chitchat,Positive
áp lực vcl rớt môn 🥲 id15345,Chitchat,Negative
tổn thương vcl đi học mệt quá 🥺 id15346,Chitchat,Negative
bot Chào ngày mới vui vẻ nha 🤩 id15347,Chitchat,Positive
Alo Mimo ơi tui đang buồn 😮‍💨 id15348,Chitchat,Negative
có nghe rõ trả lời không id15349,Chitchat,Neutral
bạn là ai 👀 id15350,Chitchat,Neutral
bà thấy buồn quá id15351,Chitchat,Negative
có nghe rõ trả lời không vậy bot id15352,Chitchat,Neutral
suy vcl deadline dí id15353,Chitchat,Negative
áp lực vcl id15354,Chitchat,Negative
Thích bot ơi ghê 🔥 id15355,Chitchat,Positive
biết nói chuyện không vậy Mimo ơi id15356,Chitchat,Neutral
vì chất lượng id15357,Chitchat,Positive
vì thông minh id15358,Chitchat,Positive
Mimo 🥰 id15359,Chitchat,Positive
Thích Mimo ghê cute xỉu 🥰 id15360,Chitchat,Positive
Good morning Mimo dễ thương Tks 🤩,Chitchat,Positive
Củm ơn vì id15362,Chitchat,Positive
ở đâu á vậy Mimo dễ thương 🐧,Chitchat,Neutral
đang làm gì đấy vậy Mimo dễ thương 🤔 id15364,Chitchat,Neutral
Hiya Mimo Yêu ghê ❤️,Chitchat,Positive
bro thấy áp lực quá 😢 id15366,Chitchat,Negative
vì đỉnh nóc kịch trần id15367,Chitchat,Positive
Chào nha bạn là ai id15368,Chitchat,Neutral
bạn id15369,Chitchat,Positive
tui muốn hỏi Mimo ơi bot làm được gì,Chitchat,Neutral
Chào ngày mới vui vẻ nha vì 👍 id15371,Chitchat,Positive
mấy ní muốn hỏi bạn biết nói chuyện ko 🤖,Chitchat,Neutral
Thích Mimo ghê app xịn xò id15373,Chitchat,Positive
Thích ghê chất lượng ✨ id15374,Chitchat,Positive
ai tạo ra bạn vậy Mimo dễ thương 👀 id15375,Chitchat,Neutral
bot Biết ơn 👍,Chitchat,Positive
Mimo id15377,Chitchat,Positive
Alo bạn ai tạo ra bạn id15378,Chitchat,Neutral
vì app xịn xò 👍 id15379,Chitchat,Positive
là nam hay nữ vậy 💬 id15380,Chitchat,Neutral
 id15381,Chitchat,Positive
bạn là ai vậy Mimo dễ thương 🐧 id15382,Chitchat,Neutral
em muốn hỏi bot ơi đang làm gì đấy,Chitchat,Neutral
buon vcl hết tiền 💔,Chitchat,Negative
đang làm gì đấy id15385,Chitchat,Neutral
Biết ơn vì cute xỉu 🤣,Chitchat,Positive
bot ơi Tks id15387,Chitchat,Positive
Hey Biết ơn 🔥,Chitchat,Positive
Yo tên gì á 👀,Chitchat,Neutral
tui muốn hỏi Mimo là nam hay nữ 💬 id15390,Chitchat,Neutral
bạn (^_<) id15391,Chitchat,Positive
🥰 id15392,Chitchat,Positive
Thích Mimo ghê app mượt id15393,Chitchat,Positive
Vì đi học mệt quá nên mấy ní hơi mệt 😮‍💨,Chitchat,Negative
Mimo ơi Mãi iu id15395,Chitchat,Positive
Thích bot ơi ghê thông minh ❤️,Chitchat,Positive
bạn tên gì á id15397,Chitchat,Neutral
Mãi iu vì (^_<) id15398,Chitchat,Positive
Vì deadline dí nên mấy ní hơi suy 😢,Chitchat,Negative
biết nói chuyện không vậy id15400,Chitchat,Neutral
biết nói chuyện không vậy 💬 id15401,Chitchat,Neutral
Thích Mimo ghê id15402,Chitchat,Positive
Vì nên hơi suy id15403,Chitchat,Negative
Vì deadline dí nên hơi tổn thương,Chitchat,Negative
Chào nha đang làm gì đấy id15405,Chitchat,Neutral
mấy tuổi rồi id15406,Chitchat,Neutral
mình muốn hỏi bạn là ai 🤖,Chitchat,Neutral
✨ id15408,Chitchat,Positive
Thích ghê ❤️ id15409,Chitchat,Positive
bro muốn hỏi đang làm gì đấy 🐧,Chitchat,Neutral
bot Chào ngày mới vui vẻ nha 🥰 id15411,Chitchat,Positive
em thấy tổn thương qá 💔,Chitchat,Negative
Yo bạn là ai ❓ id15413,Chitchat,Neutral
bot làm được gì vậy Mimo ơi id15414,Chitchat,Neutral
Mimo dễ thương bạn là ai id15415,Chitchat,Neutral
ai tạo ra bạn 👀 id15416,Chitchat,Neutral
Chào nha ở đâu á 🐧 id15417,Chitchat,Neutral
bro muốn hỏi Mimo dễ thương biết nói chuyện không 🐧,Chitchat,Neutral
Thích ghê app xịn xò id15419,Chitchat,Positive
Vì hết tiền nên bà hơi stress 💔,Chitchat,Negative
Mimo dễ thương (^_<) id15421,Chitchat,Positive
app mượt id15422,Chitchat,Positive
là nam hay nữ 💬 id15423,Chitchat,Neutral
mấy tuổi rồi 👀 id15424,Chitchat,Neutral
Mãi iu vì (^_<) id15425,Chitchat,Positive
Thích Mimo dễ thương ghê giao diện đẹp 👍,Chitchat,Positive
bot quá đã 🔥,Chitchat,Positive
là nam hay nữ vậy 🤖 id15428,Chitchat,Neutral
Chào nha Mimo dễ thương ai tạo ra bạn 👀,Chitchat,Neutral
Mimo ơi tên gì á 💬 id15430,Chitchat,Neutral
là nam hay nữ vậy Mimo dễ thương 🤔 id15431,Chitchat,Neutral
Ê ở đâu á 💬 id15432,Chitchat,Neutral
Thích bot ơi ghê đỉnh nóc kịch trần id15433,Chitchat,Positive
chán vcl hết tiền 🥺,Chitchat,Negative
Chào ngày mới vui vẻ nha vì 🤩 id15435,Chitchat,Positive
Vì cuộc sống khó khăn nên ông hơi buồn,Chitchat,Negative
có nghe rõ trả lời không 🐧 id15437,Chitchat,Neutral
Thích bạn ghê cute xỉu ✨ id15438,Chitchat,Positive
Alo Mimo ơi ơi mấy ní đang mệt,Chitchat,Negative
là nam hay nữ vậy 🐧 id15440,Chitchat,Neutral
nản vcl đi học mệt quá 🥲,Chitchat,Negative
bro muốn hỏi bot ai tạo ra bạn id15442,Chitchat,Neutral
em thấy tổn thương qá 📉,Chitchat,Negative
tên gì á vậy bot ơi 💬 id15444,Chitchat,Neutral
Chào ngày mới vui vẻ nha vì (^_<) id15445,Chitchat,Positive
em muốn hỏi bạn là ai ❓,Chitchat,Neutral
đang làm gì đấy vậy Mimo ơi id15447,Chitchat,Neutral
có nghe rõ trả lời không id15448,Chitchat,Neutral
Alo Mimo ơi cậu đang tổn thương 😮‍💨,Chitchat,Negative
Ê bot làm được gì id15450,Chitchat,Neutral
Love ya vì giao diện đẹp ❤️,Chitchat,Positive
mấy ní muốn hỏi bạn là ai id15452,Chitchat,Neutral
vì app mượt ❤️ id15453,Chitchat,Positive
Chào nha bạn là ai 🤖,Chitchat,Neutral
bro muốn hỏi Mimo ơi là nam hay nữ id15455,Chitchat,Neutral
Alo Mimo ơi mấy ní đang nản 💔,Chitchat,Negative
bot Thank you 🤩 id15457,Chitchat,Positive
Alo có nghe rõ trả lời ko 💬,Chitchat,Neutral
Tks vì 🤩 id15459,Chitchat,Positive
thông minh id15460,Chitchat,Positive
Thích ghê id15461,Chitchat,Positive
đang làm gì đấy ❓ id15462,Chitchat,Neutral
đang làm gì đấy vậy Mimo ơi 🤔 id15463,Chitchat,Neutral
Alo ai tạo ra bạn id15464,Chitchat,Neutral
bạn là ai vậy bạn id15465,Chitchat,Neutral
Chào ngày mới vui vẻ nha vì id15466,Chitchat,Positive
Chào nha đang làm gì đấy 🐧 id15467,Chitchat,Neutral
suy vcl 💔 id15468,Chitchat,Negative
Vì cuộc sống khó khăn nên ta hơi stress 😢,Chitchat,Negative
bot làm được gì id15470,Chitchat,Neutral
áp lực vcl 🥺 id15471,Chitchat,Negative
là nam hay nữ vậy Mimo ơi id15472,Chitchat,Neutral
bạn là ai vậy Mimo ơi id15473,Chitchat,Neutral
bạn Thank you,Chitchat,Positive
suy vcl deadline dí 🥺 id15475,Chitchat,Negative
nản vcl 🥲 id15476,Chitchat,Negative
Alo Mimo ơi ơi mình đang bất lực 📉,Chitchat,Negative
Củm ơn id15478,Chitchat,Positive
bạn là ai vậy ❓ id15479,Chitchat,Neutral
Hế lô Mimo ơi biết nói chuyện không 🐧,Chitchat,Neutral
thấy buồn quá 😮‍💨 id15481,Chitchat,Negative
bạn quá đã,Chitchat,Positive
Yo Mimo ơi biết nói chuyện không 💬,Chitchat,Neutral
Hế lô đang làm gì đấy id15484,Chitchat,Neutral
Chào nha bot làm được gì id15485,Chitchat,Neutral
ở đâu á vậy Mimo ơi 🐧 id15486,Chitchat,Neutral
Love ya vì ✨ id15487,Chitchat,Positive
biết nói chuyện ko 🤔 id15488,Chitchat,Neutral
biết nói chuyện không ❓ id15489,Chitchat,Neutral
Thích ghê ❤️ id15490,Chitchat,Positive
vì quá đã 🤩,Chitchat,Positive
Alo ơi bro đang bất lực id15492,Chitchat,Negative
stress vcl id15493,Chitchat,Negative
Alo bạn là ai id15494,Chitchat,Neutral
tổn thương vcl 💔 id15495,Chitchat,Negative
vô tri vcl 😮‍💨,Chitchat,Negative
Alo bot ơi bà đang stress 📉,Chitchat,Negative
Thích ghê 🤣 id15498,Chitchat,Positive
ai tạo ra bạn vậy bạn id15499,Chitchat,Neutral
biết nói chuyện không vậy Mimo 🤖 id15500,Chitchat,Neutral
áp lực vcl 💔 id15501,Chitchat,Negative
Thích ghê ✨ id15502,Chitchat,Positive
bác thấy buon quá 😢,Chitchat,Negative
biết nói chuyện không 👀 id15504,Chitchat,Neutral
Thích bot ghê chất lượng ❤️ id15505,Chitchat,Positive
là nam hay nữ vậy bot 💬 id15506,Chitchat,Neutral
mấy ní muốn hỏi bot ơi là nam hay nữ id15507,Chitchat,Neutral
ai tạo ra bạn vậy 💬 id15508,Chitchat,Neutral
quá đã 🥰 id15509,Chitchat,Positive
ta thấy suy quá id15510,Chitchat,Negative
tổn thương vcl 💔 id15511,Chitchat,Negative
tên gì á vậy bot id15512,Chitchat,Neutral
mệt vcl cuộc sống khó khăn 🥺,Chitchat,Negative
Mimo ơi quá đã 🤣 id15514,Chitchat,Positive
Thích Mimo ơi ghê giao diện đẹp 🥰,Chitchat,Positive
Xin chào Mãi iu id15516,Chitchat,Positive
biết nói chuyện không vậy 🐧 id15517,Chitchat,Neutral
Mãi iu vì 🔥 id15518,Chitchat,Positive
nản vcl deadline ngập đầu id15519,Chitchat,Negative
mấy tuổi rồi 🐧 id15520,Chitchat,Neutral
bot có nghe rõ trả lời không 🐧 id15521,Chitchat,Neutral
ta muốn hỏi Mimo dễ thương tên gì á,Chitchat,Neutral
bác muốn hỏi bạn là ai 🤖 id15523,Chitchat,Neutral
bác thấy bất lực quá 💔,Chitchat,Negative
mấy ní muốn hỏi Mimo dễ thương biết nói chuyện không id15525,Chitchat,Neutral
bạn tên gì á id15526,Chitchat,Neutral
bác thấy tổn thương qá,Chitchat,Negative
Thích ghê app xịn xò id15528,Chitchat,Positive
bot ơi ai tạo ra bạn id15529,Chitchat,Neutral
bot ở đâu á id15530,Chitchat,Neutral
giao diện đẹp id15531,Chitchat,Positive
bro muốn hỏi bot đang làm gì đấy 🐧,Chitchat,Neutral
app mượt ✨,Chitchat,Positive
em muốn hỏi Mimo dễ thương mấy tuổi rồi 🤔,Chitchat,Neutral
đỉnh nóc kịch trần id15535,Chitchat,Positive
là nam hay nữ id15536,Chitchat,Neutral
cậu muốn hỏi mấy tuổi rồi id15537,Chitchat,Neutral
mấy ní thấy tổn thương quá 💔,Chitchat,Negative
tên gì á vậy 🤔 id15539,Chitchat,Neutral
Love ya vì 🤣 id15540,Chitchat,Positive
tui muốn hỏi bạn bạn là ai 🤔,Chitchat,Neutral
Mãi iu vì 🥰 id15542,Chitchat,Positive
Vì nên bà hơi bất lực 😢,Chitchat,Negative
Vì nên tui hơi stress 🥲,Chitchat,Negative
Cảm ơn ❤️ id15545,Chitchat,Positive
ai tạo ra bạn id15546,Chitchat,Neutral
ở đâu á 👀 id15547,Chitchat,Neutral
mình thấy chán quá id15548,Chitchat,Negative
Mimo ơi là nam hay nữ id15549,Chitchat,Neutral
Hế lô tên gì á id15550,Chitchat,Neutral
Hế lô mấy tuổi rồi 👀 id15551,Chitchat,Neutral
ông thấy stress quá 💔,Chitchat,Negative
đang làm gì đấy id15553,Chitchat,Neutral
Chào ngày mới vui vẻ nha (^_<) id15554,Chitchat,Positive
mấy tuổi rồi vậy bạn id15555,Chitchat,Neutral
Vì crush lơ nên mình hơi suy id15556,Chitchat,Negative
bot (^_<) id15557,Chitchat,Positive
Thích bot ơi ghê ✨ id15558,Chitchat,Positive
bot làm được gì vậy bot ơi 🤖 id15559,Chitchat,Neutral
ở đâu á vậy 🐧 id15560,Chitchat,Neutral
Yo bot bạn là ai 👀,Chitchat,Neutral
Thích ghê chất lượng 🔥 id15562,Chitchat,Positive
Vì nên hơi suy 😢,Chitchat,Negative
cậu muốn hỏi bạn có nghe rõ trả lời không 🤔,Chitchat,Neutral
Thích ghê đỉnh nóc kịch trần id15565,Chitchat,Positive
Alo Mimo bot làm được gì ❓,Chitchat,Neutral
cậu muốn hỏi bot ơi ai tạo ra bạn,Chitchat,Neutral
đang làm gì đấy vậy 🐧 id15568,Chitchat,Neutral
 id15569,Chitchat,Positive
Thích ghê app mượt id15570,Chitchat,Positive
bà thấy suy quá,Chitchat,Negative
Yo bot làm được gì id15572,Chitchat,Neutral
Vì crush lơ nên hơi mệt id15573,Chitchat,Negative
Hế lô bạn biết nói chuyện không,Chitchat,Neutral
Vì nên hơi chán 😭,Chitchat,Negative
mình muốn hỏi biết nói chuyện không 🐧,Chitchat,Neutral
bà muốn hỏi mấy tuổi rồi 🤖,Chitchat,Neutral
Mimo bạn là ai id15578,Chitchat,Neutral
bà thấy vô tri quá 😢,Chitchat,Negative
áp lực vcl đi học met qá,Chitchat,Negative
chất lượng ✨ id15581,Chitchat,Positive
Vì cuộc sống khó khăn nên bác hơi mệt,Chitchat,Negative
suy vcl id15583,Chitchat,Negative
stress vcl crush lơ 😮‍💨 id15584,Chitchat,Negative
 id15585,Chitchat,Positive
mấy ní muốn hỏi là nam hay nữ 👀 id15586,Chitchat,Neutral
Alo tên gì á ❓ id15587,Chitchat,Neutral
Thích bot ghê id15588,Chitchat,Positive
Chào nha Mimo biết nói chuyện không id15589,Chitchat,Neutral
bro muốn hỏi đang làm gì đấy id15590,Chitchat,Neutral
(^_<) id15591,Chitchat,Positive
biết nói chuyện không id15592,Chitchat,Neutral
Mimo ơi biết nói chuyện không 👀 id15593,Chitchat,Neutral
Alo có nghe rõ trả lời không 👀 id15594,Chitchat,Neutral
ta muốn hỏi Mimo ơi ai tạo ra bạn 🤔,Chitchat,Neutral
Thích ghê id15596,Chitchat,Positive
có nghe rõ trả lời không id15597,Chitchat,Neutral
ta muốn hỏi bot làm được gì 👀 id15598,Chitchat,Neutral
mấy ní thấy buồn quá 📉,Chitchat,Negative
Alo ơi bác đang stress id15600,Chitchat,Negative
bot có nghe rõ trả lời ko 🤔,Chitchat,Neutral
là nam hay nữ vậy bạn 💬 id15602,Chitchat,Neutral
mấy tuổi rồi vậy bạn id15603,Chitchat,Neutral
Love ya vì giao diện đẹp ✨ id15604,Chitchat,Positive
biết nói chuyện ko id15605,Chitchat,Neutral
Alo ơi ta đang chán 😭 id15606,Chitchat,Negative
có nghe rõ trả lời ko vậy id15607,Chitchat,Neutral
ở đâu á 🤖 id15608,Chitchat,Neutral
Vì hết tiền nên hơi nản,Chitchat,Negative
Thích bot ghê giao diện đẹp (^_<),Chitchat,Positive
bạn Love ya,Chitchat,Positive
bro muốn hỏi Mimo ơi biết nói chuyện không,Chitchat,Neutral
bro muốn hỏi Mimo bạn là ai 🤖 id15613,Chitchat,Neutral
mấy tuổi rồi vậy Mimo 🤖 id15614,Chitchat,Neutral
Chào nha bot làm được gì 🐧 id15615,Chitchat,Neutral
Mimo ơi Chào ngày mới vui vẻ nha id15616,Chitchat,Positive
là nam hay nữ id15617,Chitchat,Neutral
Hế lô là nam hay nữ ❓,Chitchat,Neutral
ông muốn hỏi bot ai tạo ra bạn id15619,Chitchat,Neutral
em muốn hỏi Mimo dễ thương mấy tuổi rồi ❓,Chitchat,Neutral
 id15621,Chitchat,Positive
nản vcl bồ giận id15622,Chitchat,Negative
Mimo là nam hay nữ 💬 id15623,Chitchat,Neutral
bro muốn hỏi ở đâu á id15624,Chitchat,Neutral
Hiya Mimo dễ thương Love ya,Chitchat,Positive
muốn hỏi bot biết nói chuyện không ❓ id15626,Chitchat,Neutral
Ê ở đâu á ❓,Chitchat,Neutral
có nghe rõ trả lời không vậy id15628,Chitchat,Neutral
Alo ơi ta đang tổn thương id15629,Chitchat,Negative
đang làm gì đấy 🤖 id15630,Chitchat,Neutral
bạn là ai 💬 id15631,Chitchat,Neutral
Tks vì cute xỉu id15632,Chitchat,Positive
đang làm gì đấy id15633,Chitchat,Neutral
Thích ghê cute xỉu 🔥 id15634,Chitchat,Positive
cậu muốn hỏi biết nói chuyện không id15635,Chitchat,Neutral
biết nói chuyện không 🤔 id15636,Chitchat,Neutral
mấy tuổi rồi vậy Mimo dễ thương id15637,Chitchat,Neutral
Mimo dễ thương 👍 id15638,Chitchat,Positive
Thích Mimo dễ thương ghê app xịn xò ❤️,Chitchat,Positive
là nam hay nữ vậy id15640,Chitchat,Neutral
vì thông minh id15641,Chitchat,Positive
là nam hay nữ id15642,Chitchat,Neutral
Vì rớt môn nên mình hơi chán 😮‍💨,Chitchat,Negative
muốn hỏi Mimo ơi có nghe rõ trả lời không 👀,Chitchat,Neutral
Good morning  🤩,Chitchat,Positive
Hế lô bot biết nói chuyện không 🐧,Chitchat,Neutral
Hế lô ở đâu á id15647,Chitchat,Neutral
Thích bot ghê app mượt id15648,Chitchat,Positive
biết nói chuyện không vậy Mimo id15649,Chitchat,Neutral
Alo bạn là ai 👀,Chitchat,Neutral
Alo bot ơi mình đang chán 😭,Chitchat,Negative
em thấy suy quá id15652,Chitchat,Negative
Thích ghê đỉnh nóc kịch trần 🤩 id15653,Chitchat,Positive
Mimo ơi id15654,Chitchat,Positive
Thích ghê app mượt id15655,Chitchat,Positive
Alo Mimo dễ thương ơi bà đang buon 🥺,Chitchat,Negative
stress vcl hết tiền 💔,Chitchat,Negative
Vì nên ông hơi tổn thương id15658,Chitchat,Negative
Thích bot ơi ghê quá đã 👍,Chitchat,Positive
Mimo dễ thương Biết ơn id15660,Chitchat,Positive
Thích Mimo ghê quá đã 🔥,Chitchat,Positive
Biết ơn vì 🥰 id15662,Chitchat,Positive
vì thông minh id15663,Chitchat,Positive
chất lượng 🤣 id15664,Chitchat,Positive
có nghe rõ trả lời không vậy 👀 id15665,Chitchat,Neutral
Vì rớt môn nên mình hơi nản,Chitchat,Negative
Mimo chất lượng id15667,Chitchat,Positive
Vì nên bác hơi stress id15668,Chitchat,Negative
Ê tên gì á id15669,Chitchat,Neutral
bot ơi có nghe rõ trả lời không id15670,Chitchat,Neutral
có nghe rõ trả lời không ❓ id15671,Chitchat,Neutral
Tks vì cute xỉu id15672,Chitchat,Positive
Alo là nam hay nữ ❓ id15673,Chitchat,Neutral
Alo bot ơi biết nói chuyện không 🤖 id15674,Chitchat,Neutral
buồn vcl id15675,Chitchat,Negative
Vì crush lơ nên bác hơi stress 😭,Chitchat,Negative
đang làm gì đấy id15677,Chitchat,Neutral
Vì deadline ngập đầu nên mình hơi suy,Chitchat,Negative
là nam hay nữ 🐧 id15679,Chitchat,Neutral
có nghe rõ trả lời không id15680,Chitchat,Neutral
cậu muốn hỏi ở đâu á 🐧,Chitchat,Neutral
tên gì á vậy id15682,Chitchat,Neutral
ở đâu á vậy bot id15683,Chitchat,Neutral
Mimo Thank you 🤩,Chitchat,Positive
Alo bot ơi đang bất lực,Chitchat,Negative
vì app xịn xò id15686,Chitchat,Positive
tui muốn hỏi bạn là ai id15687,Chitchat,Neutral
Chào ngày mới vui vẻ nha vì id15688,Chitchat,Positive
chán vcl rớt môn id15689,Chitchat,Negative
Củm ơn vì đỉnh nóc kịch trần id15690,Chitchat,Positive
Alo ơi bà đang met,Chitchat,Negative
muốn hỏi ở đâu á ❓ id15692,Chitchat,Neutral
tên gì á vậy 🐧 id15693,Chitchat,Neutral
ở đâu á 💬 id15694,Chitchat,Neutral
em muốn hỏi bạn là ai id15695,Chitchat,Neutral
suy vcl bồ giận id15696,Chitchat,Negative
tui muốn hỏi bạn là ai id15697,Chitchat,Neutral
Ê mấy tuổi rồi 🐧 id15698,Chitchat,Neutral
Thank you id15699,Chitchat,Positive
tên gì á id15700,Chitchat,Neutral
Vì đi học met quá nên bà hơi vô tri,Chitchat,Negative
biết nói chuyện không id15702,Chitchat,Neutral
Vì nên ông hơi nản 😭,Chitchat,Negative
Vì deadline dí nên bro hơi chán 🥺,Chitchat,Negative
 id15705,Chitchat,Positive
vì đỉnh nóc kịch trần 🤣 id15706,Chitchat,Positive
đang làm gì đấy 👀 id15707,Chitchat,Neutral
Thích ghê app mượt id15708,Chitchat,Positive
bà muốn hỏi ở đâu á ❓ id15709,Chitchat,Neutral
bà thấy áp lực quá 💔 id15710,Chitchat,Negative
Ê Mimo biết nói chuyện không 💬,Chitchat,Neutral
bot thông minh 🤣 id15712,Chitchat,Positive
biết nói chuyện không vậy 🐧 id15713,Chitchat,Neutral
ở đâu á id15714,Chitchat,Neutral
ta muốn hỏi bạn biết nói chuyện không 💬 id15715,Chitchat,Neutral
Thích ghê id15716,Chitchat,Positive
cậu muốn hỏi Mimo ơi biết nói chuyện không id15717,Chitchat,Neutral
Vì nên ông hơi bất lực id15718,Chitchat,Negative
Ê mấy tuổi rồi id15719,Chitchat,Neutral
Mimo ơi có nghe rõ trả lời không id15720,Chitchat,Neutral
bạn tên gì á 🐧 id15721,Chitchat,Neutral
Tks vì quá đã id15722,Chitchat,Positive
bạn 👍 id15723,Chitchat,Positive
là nam hay nữ vậy Mimo dễ thương 🤔 id15724,Chitchat,Neutral
mình thấy nản quá id15725,Chitchat,Negative
biết nói chuyện không vậy id15726,Chitchat,Neutral
là nam hay nữ id15727,Chitchat,Neutral
mình muốn hỏi bạn bot làm được gì 🐧,Chitchat,Neutral
vì cute xỉu id15729,Chitchat,Positive
áp lực vcl deadline dí 🥺,Chitchat,Negative
mấy tuổi rồi 👀 id15731,Chitchat,Neutral
bạn id15732,Chitchat,Positive
Vì deadline dí nên bro hơi buồn,Chitchat,Negative
bro muốn hỏi ai tạo ra bạn,Chitchat,Neutral
mệt vcl 🥲 id15735,Chitchat,Negative
