text,intent,action_type,verb,category_code,value,goal_name,enabled,theme,verbal_style,time_range,query,note
bớt đi 2.0 củ bên cái Social nha mami,Action,SET_LIMIT,SUB,Social,2000000,,,,,,,
bớt đi 20 triệu bên cái Social nha mami,Action,SET_LIMIT,SUB,Social,20000000,,,,,,,
bớt đi 200 cành bên cái Education nha mami,Action,SET_LIMIT,SUB,Education,200000,,,,,,,
bớt đi 200 cành bên cái Essentials nha mami,Action,SET_LIMIT,SUB,Essentials,200000,,,,,,,
bớt đi 200 cành bên cái Shopping nha mami,Action,SET_LIMIT,SUB,Shopping,200000,,,,,,,
bớt đi 200 cành bên cái Social nha mami,Action,SET_LIMIT,SUB,Social,200000,,,,,,,
bớt đi 200k bên cái Social nha mami,Action,SET_LIMIT,SUB,Social,200000,,,,,,,
bớt đi 20tr bên cái Entertainment nha mami,Action,SET_LIMIT,SUB,Entertainment,20000000,,,,,,,
bớt đi 20tr bên cái Essentials nha mami,Action,SET_LIMIT,SUB,Essentials,20000000,,,,,,,
bớt đi 20tr bên cái Social nha mami,Action,SET_LIMIT,SUB,Social,20000000,,,,,,,
bớt đi 2tr bên cái Entertainment nha mami,Action,SET_LIMIT,SUB,Entertainment,2000000,,,,,,,
bớt đi 2tr bên cái Essentials nha mami,Action,SET_LIMIT,SUB,Essentials,2000000,,,,,,,
bớt đi 2tr bên cái Food nha mami,Action,SET_LIMIT,SUB,Food,2000000,,,,,,,
bớt đi 3 củ bên cái Education nha mami,Action,SET_LIMIT,SUB,Education,3500000,,,,,,,
bớt đi 3 loét bên cái Essentials nha mami,Action,SET_LIMIT,SUB,Essentials,300000,,,,,,,
bớt đi 3 loét bên cái Shopping nha mami,Action,SET_LIMIT,SUB,Shopping,300000,,,,,,,
bớt đi 3 lít bên cái Beauty nha mami,Action,SET_LIMIT,SUB,Beauty,300000,,,,,,,
bớt đi 3 lít bên cái Investment nha mami,Action,SET_LIMIT,SUB,Investment,300000,,,,,,,
bớt đi 3 triệu bên cái Education nha mami,Action,SET_LIMIT,SUB,Education,3500000,,,,,,,
bớt đi 3 triệu bên cái Investment nha mami,Action,SET_LIMIT,SUB,Investment,3500000,,,,,,,
bớt đi 3.5 củ bên cái Housing nha mami,Action,SET_LIMIT,SUB,Housing,3500000,,,,,,,
bớt đi 3.5 củ bên cái Investment nha mami,Action,SET_LIMIT,SUB,Investment,3500000,,,,,,,
bớt đi 300 cành bên cái Education nha mami,Action,SET_LIMIT,SUB,Education,300000,,,,,,,
bớt đi 300 cành bên cái Entertainment nha mami,Action,SET_LIMIT,SUB,Entertainment,300000,,,,,,,
bớt đi 300 cành bên cái Others nha mami,Action,SET_LIMIT,SUB,Others,300000,,,,,,,
bớt đi 300 cành bên cái Shopping nha mami,Action,SET_LIMIT,SUB,Shopping,300000,,,,,,,
bớt đi 300 cành bên cái Social nha mami,Action,SET_LIMIT,SUB,Social,300000,,,,,,,
bớt đi 300k bên cái Entertainment nha mami,Action,SET_LIMIT,SUB,Entertainment,300000,,,,,,,
bớt đi 300k bên cái Health nha mami,Action,SET_LIMIT,SUB,Health,300000,,,,,,,
bớt đi 3tr bên cái Essentials nha mami,Action,SET_LIMIT,SUB,Essentials,3500000,,,,,,,
bớt đi 3tr bên cái Health nha mami,Action,SET_LIMIT,SUB,Health,3500000,,,,,,,
bớt đi 3tr bên cái Housing nha mami,Action,SET_LIMIT,SUB,Housing,3500000,,,,,,,
bớt đi 5 củ bên cái Housing nha mami,Action,SET_LIMIT,SUB,Housing,5000000,,,,,,,
bớt đi 5 lít bên cái Beauty nha mami,Action,SET_LIMIT,SUB,Beauty,500000,,,,,,,
bớt đi 5 lít bên cái Health nha mami,Action,SET_LIMIT,SUB,Health,500000,,,,,,,
bớt đi 5 lít bên cái Housing nha mami,Action,SET_LIMIT,SUB,Housing,500000,,,,,,,
bớt đi 5 lít bên cái Others nha mami,Action,SET_LIMIT,SUB,Others,500000,,,,,,,
bớt đi 5 lít bên cái Social nha mami,Action,SET_LIMIT,SUB,Social,500000,,,,,,,
bớt đi 5 triệu bên cái Beauty nha mami,Action,SET_LIMIT,SUB,Beauty,5000000,,,,,,,
bớt đi 5 triệu bên cái Essentials nha mami,Action,SET_LIMIT,SUB,Essentials,5000000,,,,,,,
bớt đi 5 triệu bên cái Housing nha mami,Action,SET_LIMIT,SUB,Housing,5000000,,,,,,,
bớt đi 5 triệu bên cái Others nha mami,Action,SET_LIMIT,SUB,Others,5000000,,,,,,,
bớt đi 5.0 củ bên cái Housing nha mami,Action,SET_LIMIT,SUB,Housing,5000000,,,,,,,
bớt đi 5.0 củ bên cái Social nha mami,Action,SET_LIMIT,SUB,Social,5000000,,,,,,,
bớt đi 50 cành bên cái Beauty nha mami,Action,SET_LIMIT,SUB,Beauty,50000,,,,,,,
bớt đi 50 cành bên cái Essentials nha mami,Action,SET_LIMIT,SUB,Essentials,50000,,,,,,,
bớt đi 50 cành bên cái Food nha mami,Action,SET_LIMIT,SUB,Food,50000,,,,,,,
bớt đi 500 cành bên cái Food nha mami,Action,SET_LIMIT,SUB,Food,500000,,,,,,,
bớt đi 500 cành bên cái Housing nha mami,Action,SET_LIMIT,SUB,Housing,500000,,,,,,,
bớt đi 500k bên cái Essentials nha mami,Action,SET_LIMIT,SUB,Essentials,500000,,,,,,,
bớt đi 500k bên cái Transport nha mami,Action,SET_LIMIT,SUB,Transport,500000,,,,,,,
bớt đi 50k bên cái Essentials nha mami,Action,SET_LIMIT,SUB,Essentials,50000,,,,,,,
bớt đi 50k bên cái Health nha mami,Action,SET_LIMIT,SUB,Health,50000,,,,,,,
bớt đi 50k bên cái Investment nha mami,Action,SET_LIMIT,SUB,Investment,50000,,,,,,,
bớt đi 50k bên cái Shopping nha mami,Action,SET_LIMIT,SUB,Shopping,50000,,,,,,,
bớt đi 5tr bên cái Entertainment nha mami,Action,SET_LIMIT,SUB,Entertainment,5000000,,,,,,,
bớt đi 5tr bên cái Housing nha mami,Action,SET_LIMIT,SUB,Housing,5000000,,,,,,,
bớt đi 5tr bên cái Others nha mami,Action,SET_LIMIT,SUB,Others,5000000,,,,,,,
bớt đi 5tr bên cái Shopping nha mami,Action,SET_LIMIT,SUB,Shopping,5000000,,,,,,,
cai 2 trieu han muc mua sam,Action,SET_LIMIT,SET,Shopping,2000000,,,,,,,
cai dat 2tr vao limit beauty,Action,SET_LIMIT,SET,Beauty,2000000,,,,,,,
cai dat budget investment 5tr,Action,SET_LIMIT,SET,Investment,5000000,,,,,,,
cai dat gio han tien hoc la 10tr,Action,SET_LIMIT,SET,Education,10000000,,,,,,,
cai dat han muc an trua la 100k,Action,SET_LIMIT,SET,Food,100000,,,,,,,
cai dat han muc cho health 2000000,Action,SET_LIMIT,SET,Health,2000000,,,,,,,
cai dat han muc thiet yeu la 10tr,Action,SET_LIMIT,SET,Essentials,10000000,,,,,,,
cai dat han muc tien nha la 3000000,Action,SET_LIMIT,SET,Housing,3000000,,,,,,,
cai dat han muc xa giao la 1tr,Action,SET_LIMIT,SET,Social,1000000,,,,,,,
cai dat lai han muc dau tu la 5tr,Action,SET_LIMIT,SET,Investment,5000000,,,,,,,
cai dat limit cho others la 100000,Action,SET_LIMIT,SET,Others,100000,,,,,,,
cai dat limit education 1500000,Action,SET_LIMIT,SET,Education,1500000,,,,,,,
cai dat limit education 5tr,Action,SET_LIMIT,SET,Education,5000000,,,,,,,
cai dat limit investment 5tr,Action,SET_LIMIT,SET,Investment,5000000,,,,,,,
cai limit an uong 2tr5,Action,SET_LIMIT,SET,Food,2500000,,,,,,,
cai limit giao duc la 4tr nhe,Action,SET_LIMIT,SET,Education,4000000,,,,,,,
cai limit hoc phi 5tr,Action,SET_LIMIT,SET,Education,5000000,,,,,,,
cai limit mua sam 3tr,Action,SET_LIMIT,SET,Shopping,3000000,,,,,,,
cai limit nha o 6tr,Action,SET_LIMIT,SET,Housing,6000000,,,,,,,
cai limit tien xang 1tr cho tui nha,Action,SET_LIMIT,SET,Transport,1000000,,,,,,,
cai limit transport 200k,Action,SET_LIMIT,SET,Transport,200000,,,,,,,
cap nhat them 50k cho muc khac,Action,SET_LIMIT,ADD,Others,50000,,,,,,,
cap tien Beauty 0 lit thoi map oi,Action,SET_LIMIT,SET,Beauty,50000,,,,,,,
cap tien Beauty 1 lit thoi map oi,Action,SET_LIMIT,SET,Beauty,100000,,,,,,,
cap tien Beauty 1 loet thoi map oi,Action,SET_LIMIT,SET,Beauty,150000,,,,,,,
cap tien Beauty 1 triệu thoi mập ơi,Action,SET_LIMIT,SET,Beauty,1500000,,,,,,,
cap tien Beauty 1.0 cu thoi map oi,Action,SET_LIMIT,SET,Beauty,1000000,,,,,,,
cap tien Beauty 1.5 cu thoi map oi,Action,SET_LIMIT,SET,Beauty,1500000,,,,,,,
cap tien Beauty 10 trieu thoi map oi,Action,SET_LIMIT,SET,Beauty,10000000,,,,,,,
cap tien Beauty 100k thoi mập ơi,Action,SET_LIMIT,SET,Beauty,100000,,,,,,,
cap tien Beauty 10tr thoi map oi,Action,SET_LIMIT,SET,Beauty,10000000,,,,,,,
cap tien Beauty 15.0 củ thoi mập ơi,Action,SET_LIMIT,SET,Beauty,15000000,,,,,,,
cap tien Beauty 15tr thoi mập ơi,Action,SET_LIMIT,SET,Beauty,15000000,,,,,,,
cap tien Beauty 1tr thoi map oi,Action,SET_LIMIT,SET,Beauty,1000000,,,,,,,
cap tien Beauty 2 cu thoi map oi,Action,SET_LIMIT,SET,Beauty,2000000,,,,,,,
cap tien Beauty 2 trieu thoi map oi,Action,SET_LIMIT,SET,Beauty,2000000,,,,,,,
cap tien Beauty 20 trieu thoi map oi,Action,SET_LIMIT,SET,Beauty,20000000,,,,,,,
cap tien Beauty 3 cu thoi map oi,Action,SET_LIMIT,SET,Beauty,3500000,,,,,,,
cap tien Beauty 3.5 cu thoi map oi,Action,SET_LIMIT,SET,Beauty,3500000,,,,,,,
cap tien Beauty 300k thoi mập ơi,Action,SET_LIMIT,SET,Beauty,300000,,,,,,,
cap tien Beauty 3tr thoi mập ơi,Action,SET_LIMIT,SET,Beauty,3500000,,,,,,,
cap tien Beauty 5 củ thoi mập ơi,Action,SET_LIMIT,SET,Beauty,5000000,,,,,,,
cap tien Beauty 5 loet thoi map oi,Action,SET_LIMIT,SET,Beauty,500000,,,,,,,
cap tien Beauty 500 canh thoi map oi,Action,SET_LIMIT,SET,Beauty,500000,,,,,,,
cap tien Beauty 500 cành thoi mập ơi,Action,SET_LIMIT,SET,Beauty,500000,,,,,,,
cap tien Beauty 500k thoi map oi,Action,SET_LIMIT,SET,Beauty,500000,,,,,,,
cap tien Beauty 50k thoi mập ơi,Action,SET_LIMIT,SET,Beauty,50000,,,,,,,
cap tien Beauty 5tr thoi map oi,Action,SET_LIMIT,SET,Beauty,5000000,,,,,,,
cap tien Beauty 5tr thoi mập ơi,Action,SET_LIMIT,SET,Beauty,5000000,,,,,,,
cap tien Education 0 lit thoi map oi,Action,SET_LIMIT,SET,Education,50000,,,,,,,
cap tien Education 10tr thoi mập ơi,Action,SET_LIMIT,SET,Education,10000000,,,,,,,
cap tien Education 2 củ thoi mập ơi,Action,SET_LIMIT,SET,Education,2000000,,,,,,,
cap tien Education 2 loet thoi map oi,Action,SET_LIMIT,SET,Education,200000,,,,,,,
cap tien Education 2 lít thoi mập ơi,Action,SET_LIMIT,SET,Education,200000,,,,,,,
cap tien Education 20 cu thoi map oi,Action,SET_LIMIT,SET,Education,20000000,,,,,,,
cap tien Education 200k thoi map oi,Action,SET_LIMIT,SET,Education,200000,,,,,,,
cap tien Education 3 loét thoi mập ơi,Action,SET_LIMIT,SET,Education,300000,,,,,,,
cap tien Education 300 canh thoi map oi,Action,SET_LIMIT,SET,Education,300000,,,,,,,
cap tien Education 5 loét thoi mập ơi,Action,SET_LIMIT,SET,Education,500000,,,,,,,
cap tien Education 5 triệu thoi mập ơi,Action,SET_LIMIT,SET,Education,5000000,,,,,,,
cap tien Education 500 canh thoi map oi,Action,SET_LIMIT,SET,Education,500000,,,,,,,
cap tien Education 500 cành thoi mập ơi,Action,SET_LIMIT,SET,Education,500000,,,,,,,
cap tien Education 500k thoi mập ơi,Action,SET_LIMIT,SET,Education,500000,,,,,,,
cap tien Education 50k thoi map oi,Action,SET_LIMIT,SET,Education,50000,,,,,,,
cap tien Entertainment 0 loét thoi mập ơi,Action,SET_LIMIT,SET,Entertainment,50000,,,,,,,
cap tien Entertainment 0 lít thoi mập ơi,Action,SET_LIMIT,SET,Entertainment,50000,,,,,,,
cap tien Entertainment 1 cu thoi map oi,Action,SET_LIMIT,SET,Entertainment,1500000,,,,,,,
cap tien Entertainment 1 loét thoi mập ơi,Action,SET_LIMIT,SET,Entertainment,100000,,,,,,,
cap tien Entertainment 1 trieu thoi map oi,Action,SET_LIMIT,SET,Entertainment,1500000,,,,,,,
cap tien Entertainment 10.0 củ thoi mập ơi,Action,SET_LIMIT,SET,Entertainment,10000000,,,,,,,
cap tien Entertainment 100 canh thoi map oi,Action,SET_LIMIT,SET,Entertainment,100000,,,,,,,
cap tien Entertainment 10tr thoi map oi,Action,SET_LIMIT,SET,Entertainment,10000000,,,,,,,
cap tien Entertainment 10tr thoi mập ơi,Action,SET_LIMIT,SET,Entertainment,10000000,,,,,,,
cap tien Entertainment 15 cu thoi map oi,Action,SET_LIMIT,SET,Entertainment,15000000,,,,,,,
cap tien Entertainment 150 canh thoi map oi,Action,SET_LIMIT,SET,Entertainment,150000,,,,,,,
cap tien Entertainment 150 cành thoi mập ơi,Action,SET_LIMIT,SET,Entertainment,150000,,,,,,,
cap tien Entertainment 150k thoi map oi,Action,SET_LIMIT,SET,Entertainment,150000,,,,,,,
cap tien Entertainment 15tr thoi map oi,Action,SET_LIMIT,SET,Entertainment,15000000,,,,,,,
cap tien Entertainment 2 cu thoi map oi,Action,SET_LIMIT,SET,Entertainment,2000000,,,,,,,
cap tien Entertainment 2 củ thoi mập ơi,Action,SET_LIMIT,SET,Entertainment,2000000,,,,,,,
cap tien Entertainment 2 loet thoi map oi,Action,SET_LIMIT,SET,Entertainment,200000,,,,,,,
cap tien Entertainment 2 trieu thoi map oi,Action,SET_LIMIT,SET,Entertainment,2000000,,,,,,,
cap tien Entertainment 2.0 cu thoi map oi,Action,SET_LIMIT,SET,Entertainment,2000000,,,,,,,
cap tien Entertainment 2.0 củ thoi mập ơi,Action,SET_LIMIT,SET,Entertainment,2000000,,,,,,,
cap tien Entertainment 200 canh thoi map oi,Action,SET_LIMIT,SET,Entertainment,200000,,,,,,,
cap tien Entertainment 2tr thoi mập ơi,Action,SET_LIMIT,SET,Entertainment,2000000,,,,,,,
cap tien Entertainment 3 củ thoi mập ơi,Action,SET_LIMIT,SET,Entertainment,3500000,,,,,,,
cap tien Entertainment 300 canh thoi map oi,Action,SET_LIMIT,SET,Entertainment,300000,,,,,,,
cap tien Entertainment 300k thoi mập ơi,Action,SET_LIMIT,SET,Entertainment,300000,,,,,,,
cap tien Entertainment 500 canh thoi map oi,Action,SET_LIMIT,SET,Entertainment,500000,,,,,,,
cap tien Entertainment 500k thoi map oi,Action,SET_LIMIT,SET,Entertainment,500000,,,,,,,
cap tien Essentials 0 loét thoi mập ơi,Action,SET_LIMIT,SET,Essentials,50000,,,,,,,
cap tien Essentials 1 cu thoi map oi,Action,SET_LIMIT,SET,Essentials,1500000,,,,,,,
cap tien Essentials 1 loet thoi map oi,Action,SET_LIMIT,SET,Essentials,150000,,,,,,,
cap tien Essentials 1.0 cu thoi map oi,Action,SET_LIMIT,SET,Essentials,1000000,,,,,,,
cap tien Essentials 1.0 củ thoi mập ơi,Action,SET_LIMIT,SET,Essentials,1000000,,,,,,,
cap tien Essentials 10 triệu thoi mập ơi,Action,SET_LIMIT,SET,Essentials,10000000,,,,,,,
cap tien Essentials 100 canh thoi map oi,Action,SET_LIMIT,SET,Essentials,100000,,,,,,,
cap tien Essentials 100k thoi map oi,Action,SET_LIMIT,SET,Essentials,100000,,,,,,,
cap tien Essentials 100k thoi mập ơi,Action,SET_LIMIT,SET,Essentials,100000,,,,,,,
cap tien Essentials 10tr thoi map oi,Action,SET_LIMIT,SET,Essentials,10000000,,,,,,,
cap tien Essentials 15 cu thoi map oi,Action,SET_LIMIT,SET,Essentials,15000000,,,,,,,
cap tien Essentials 15 củ thoi mập ơi,Action,SET_LIMIT,SET,Essentials,15000000,,,,,,,
cap tien Essentials 15 trieu thoi map oi,Action,SET_LIMIT,SET,Essentials,15000000,,,,,,,
cap tien Essentials 15.0 cu thoi map oi,Action,SET_LIMIT,SET,Essentials,15000000,,,,,,,
cap tien Essentials 2 lit thoi map oi,Action,SET_LIMIT,SET,Essentials,200000,,,,,,,
cap tien Essentials 2.0 cu thoi map oi,Action,SET_LIMIT,SET,Essentials,2000000,,,,,,,
cap tien Essentials 20 trieu thoi map oi,Action,SET_LIMIT,SET,Essentials,20000000,,,,,,,
cap tien Essentials 200 cành thoi mập ơi,Action,SET_LIMIT,SET,Essentials,200000,,,,,,,
cap tien Essentials 20tr thoi mập ơi,Action,SET_LIMIT,SET,Essentials,20000000,,,,,,,
cap tien Essentials 3 lit thoi map oi,Action,SET_LIMIT,SET,Essentials,300000,,,,,,,
cap tien Essentials 3.5 củ thoi mập ơi,Action,SET_LIMIT,SET,Essentials,3500000,,,,,,,
cap tien Essentials 300 canh thoi map oi,Action,SET_LIMIT,SET,Essentials,300000,,,,,,,
cap tien Essentials 300k thoi map oi,Action,SET_LIMIT,SET,Essentials,300000,,,,,,,
cap tien Essentials 5 củ thoi mập ơi,Action,SET_LIMIT,SET,Essentials,5000000,,,,,,,
cap tien Essentials 5 lit thoi map oi,Action,SET_LIMIT,SET,Essentials,500000,,,,,,,
cap tien Essentials 500 canh thoi map oi,Action,SET_LIMIT,SET,Essentials,500000,,,,,,,
cap tien Essentials 500k thoi map oi,Action,SET_LIMIT,SET,Essentials,500000,,,,,,,
cap tien Essentials 500k thoi mập ơi,Action,SET_LIMIT,SET,Essentials,500000,,,,,,,
cap tien Essentials 50k thoi map oi,Action,SET_LIMIT,SET,Essentials,50000,,,,,,,
cap tien Essentials 50k thoi mập ơi,Action,SET_LIMIT,SET,Essentials,50000,,,,,,,
cap tien Essentials 5tr thoi map oi,Action,SET_LIMIT,SET,Essentials,5000000,,,,,,,
cap tien Food 0 lit thoi map oi,Action,SET_LIMIT,SET,Food,50000,,,,,,,
cap tien Food 1 cu thoi map oi,Action,SET_LIMIT,SET,Food,1500000,,,,,,,
cap tien Food 1 loet thoi map oi,Action,SET_LIMIT,SET,Food,150000,,,,,,,
cap tien Food 1 loét thoi mập ơi,Action,SET_LIMIT,SET,Food,150000,,,,,,,
cap tien Food 1 lít thoi mập ơi,Action,SET_LIMIT,SET,Food,150000,,,,,,,
cap tien Food 1 triệu thoi mập ơi,Action,SET_LIMIT,SET,Food,1500000,,,,,,,
cap tien Food 10.0 cu thoi map oi,Action,SET_LIMIT,SET,Food,10000000,,,,,,,
cap tien Food 100 canh thoi map oi,Action,SET_LIMIT,SET,Food,100000,,,,,,,
cap tien Food 100 cành thoi mập ơi,Action,SET_LIMIT,SET,Food,100000,,,,,,,
cap tien Food 10tr thoi map oi,Action,SET_LIMIT,SET,Food,10000000,,,,,,,
cap tien Food 15 củ thoi mập ơi,Action,SET_LIMIT,SET,Food,15000000,,,,,,,
cap tien Food 150k thoi mập ơi,Action,SET_LIMIT,SET,Food,150000,,,,,,,
cap tien Food 15tr thoi map oi,Action,SET_LIMIT,SET,Food,15000000,,,,,,,
cap tien Food 15tr thoi mập ơi,Action,SET_LIMIT,SET,Food,15000000,,,,,,,
cap tien Food 1tr thoi map oi,Action,SET_LIMIT,SET,Food,1000000,,,,,,,
cap tien Food 2 triệu thoi mập ơi,Action,SET_LIMIT,SET,Food,2000000,,,,,,,
cap tien Food 2.0 cu thoi map oi,Action,SET_LIMIT,SET,Food,2000000,,,,,,,
cap tien Food 20 triệu thoi mập ơi,Action,SET_LIMIT,SET,Food,20000000,,,,,,,
cap tien Food 20.0 củ thoi mập ơi,Action,SET_LIMIT,SET,Food,20000000,,,,,,,
cap tien Food 200 canh thoi map oi,Action,SET_LIMIT,SET,Food,200000,,,,,,,
cap tien Food 20tr thoi map oi,Action,SET_LIMIT,SET,Food,20000000,,,,,,,
cap tien Food 2tr thoi map oi,Action,SET_LIMIT,SET,Food,2000000,,,,,,,
cap tien Food 2tr thoi mập ơi,Action,SET_LIMIT,SET,Food,2000000,,,,,,,
cap tien Food 3 triệu thoi mập ơi,Action,SET_LIMIT,SET,Food,3500000,,,,,,,
cap tien Food 300 canh thoi map oi,Action,SET_LIMIT,SET,Food,300000,,,,,,,
cap tien Food 300k thoi map oi,Action,SET_LIMIT,SET,Food,300000,,,,,,,
cap tien Food 300k thoi mập ơi,Action,SET_LIMIT,SET,Food,300000,,,,,,,
cap tien Food 5 củ thoi mập ơi,Action,SET_LIMIT,SET,Food,5000000,,,,,,,
cap tien Food 5 lit thoi map oi,Action,SET_LIMIT,SET,Food,500000,,,,,,,
cap tien Food 50 canh thoi map oi,Action,SET_LIMIT,SET,Food,50000,,,,,,,
cap tien Food 500 cành thoi mập ơi,Action,SET_LIMIT,SET,Food,500000,,,,,,,
cap tien Health 0 loét thoi mập ơi,Action,SET_LIMIT,SET,Health,50000,,,,,,,
cap tien Health 1 loet thoi map oi,Action,SET_LIMIT,SET,Health,150000,,,,,,,
cap tien Health 1 lít thoi mập ơi,Action,SET_LIMIT,SET,Health,100000,,,,,,,
cap tien Health 1 trieu thoi map oi,Action,SET_LIMIT,SET,Health,1500000,,,,,,,
cap tien Health 1.0 củ thoi mập ơi,Action,SET_LIMIT,SET,Health,1000000,,,,,,,
cap tien Health 100 cành thoi mập ơi,Action,SET_LIMIT,SET,Health,100000,,,,,,,
cap tien Health 15 triệu thoi mập ơi,Action,SET_LIMIT,SET,Health,15000000,,,,,,,
cap tien Health 1tr thoi map oi,Action,SET_LIMIT,SET,Health,1000000,,,,,,,
cap tien Health 2 củ thoi mập ơi,Action,SET_LIMIT,SET,Health,2000000,,,,,,,
cap tien Health 2 loét thoi mập ơi,Action,SET_LIMIT,SET,Health,200000,,,,,,,
cap tien Health 200k thoi map oi,Action,SET_LIMIT,SET,Health,200000,,,,,,,
cap tien Health 200k thoi mập ơi,Action,SET_LIMIT,SET,Health,200000,,,,,,,
cap tien Health 20tr thoi mập ơi,Action,SET_LIMIT,SET,Health,20000000,,,,,,,
cap tien Health 2tr thoi mập ơi,Action,SET_LIMIT,SET,Health,2000000,,,,,,,
cap tien Health 3 loet thoi map oi,Action,SET_LIMIT,SET,Health,300000,,,,,,,
cap tien Health 5 củ thoi mập ơi,Action,SET_LIMIT,SET,Health,5000000,,,,,,,
cap tien Health 500 canh thoi map oi,Action,SET_LIMIT,SET,Health,500000,,,,,,,
cap tien Health 500 cành thoi mập ơi,Action,SET_LIMIT,SET,Health,500000,,,,,,,
cap tien Housing 0 lit thoi map oi,Action,SET_LIMIT,SET,Housing,50000,,,,,,,
cap tien Housing 0 loét thoi mập ơi,Action,SET_LIMIT,SET,Housing,50000,,,,,,,
cap tien Housing 1 cu thoi map oi,Action,SET_LIMIT,SET,Housing,1500000,,,,,,,
cap tien Housing 1 lít thoi mập ơi,Action,SET_LIMIT,SET,Housing,150000,,,,,,,
cap tien Housing 1 trieu thoi map oi,Action,SET_LIMIT,SET,Housing,1500000,,,,,,,
cap tien Housing 1 triệu thoi mập ơi,Action,SET_LIMIT,SET,Housing,1000000,,,,,,,
cap tien Housing 10 cu thoi map oi,Action,SET_LIMIT,SET,Housing,10000000,,,,,,,
cap tien Housing 100 cành thoi mập ơi,Action,SET_LIMIT,SET,Housing,100000,,,,,,,
cap tien Housing 15 triệu thoi mập ơi,Action,SET_LIMIT,SET,Housing,15000000,,,,,,,
cap tien Housing 15.0 cu thoi map oi,Action,SET_LIMIT,SET,Housing,15000000,,,,,,,
cap tien Housing 150k thoi map oi,Action,SET_LIMIT,SET,Housing,150000,,,,,,,
cap tien Housing 2 củ thoi mập ơi,Action,SET_LIMIT,SET,Housing,2000000,,,,,,,
cap tien Housing 2 trieu thoi map oi,Action,SET_LIMIT,SET,Housing,2000000,,,,,,,
cap tien Housing 2.0 cu thoi map oi,Action,SET_LIMIT,SET,Housing,2000000,,,,,,,
cap tien Housing 200 canh thoi map oi,Action,SET_LIMIT,SET,Housing,200000,,,,,,,
cap tien Housing 200k thoi map oi,Action,SET_LIMIT,SET,Housing,200000,,,,,,,
cap tien Housing 3 củ thoi mập ơi,Action,SET_LIMIT,SET,Housing,3500000,,,,,,,
cap tien Housing 3 lít thoi mập ơi,Action,SET_LIMIT,SET,Housing,300000,,,,,,,
cap tien Housing 3.5 cu thoi map oi,Action,SET_LIMIT,SET,Housing,3500000,,,,,,,
cap tien Housing 300 canh thoi map oi,Action,SET_LIMIT,SET,Housing,300000,,,,,,,
cap tien Housing 300 cành thoi mập ơi,Action,SET_LIMIT,SET,Housing,300000,,,,,,,
cap tien Housing 3tr thoi map oi,Action,SET_LIMIT,SET,Housing,3500000,,,,,,,
cap tien Housing 5 loet thoi map oi,Action,SET_LIMIT,SET,Housing,500000,,,,,,,
cap tien Housing 5 lít thoi mập ơi,Action,SET_LIMIT,SET,Housing,500000,,,,,,,
cap tien Housing 5.0 củ thoi mập ơi,Action,SET_LIMIT,SET,Housing,5000000,,,,,,,
cap tien Housing 50 canh thoi map oi,Action,SET_LIMIT,SET,Housing,50000,,,,,,,
cap tien Housing 50 cành thoi mập ơi,Action,SET_LIMIT,SET,Housing,50000,,,,,,,
cap tien Housing 500 canh thoi map oi,Action,SET_LIMIT,SET,Housing,500000,,,,,,,
cap tien Housing 500k thoi map oi,Action,SET_LIMIT,SET,Housing,500000,,,,,,,
cap tien Housing 5tr thoi mập ơi,Action,SET_LIMIT,SET,Housing,5000000,,,,,,,
cap tien Investment 0 lit thoi map oi,Action,SET_LIMIT,SET,Investment,50000,,,,,,,
cap tien Investment 1 củ thoi mập ơi,Action,SET_LIMIT,SET,Investment,1500000,,,,,,,
cap tien Investment 1 loet thoi map oi,Action,SET_LIMIT,SET,Investment,100000,,,,,,,
cap tien Investment 1 loét thoi mập ơi,Action,SET_LIMIT,SET,Investment,100000,,,,,,,
cap tien Investment 1 lít thoi mập ơi,Action,SET_LIMIT,SET,Investment,100000,,,,,,,
cap tien Investment 10 củ thoi mập ơi,Action,SET_LIMIT,SET,Investment,10000000,,,,,,,
cap tien Investment 100 canh thoi map oi,Action,SET_LIMIT,SET,Investment,100000,,,,,,,
cap tien Investment 100k thoi map oi,Action,SET_LIMIT,SET,Investment,100000,,,,,,,
cap tien Investment 100k thoi mập ơi,Action,SET_LIMIT,SET,Investment,100000,,,,,,,
cap tien Investment 10tr thoi map oi,Action,SET_LIMIT,SET,Investment,10000000,,,,,,,
cap tien Investment 10tr thoi mập ơi,Action,SET_LIMIT,SET,Investment,10000000,,,,,,,
cap tien Investment 15tr thoi map oi,Action,SET_LIMIT,SET,Investment,15000000,,,,,,,
cap tien Investment 1tr thoi map oi,Action,SET_LIMIT,SET,Investment,1500000,,,,,,,
cap tien Investment 2 cu thoi map oi,Action,SET_LIMIT,SET,Investment,2000000,,,,,,,
cap tien Investment 2 loét thoi mập ơi,Action,SET_LIMIT,SET,Investment,200000,,,,,,,
cap tien Investment 20 cu thoi map oi,Action,SET_LIMIT,SET,Investment,20000000,,,,,,,
cap tien Investment 20.0 cu thoi map oi,Action,SET_LIMIT,SET,Investment,20000000,,,,,,,
cap tien Investment 200k thoi map oi,Action,SET_LIMIT,SET,Investment,200000,,,,,,,
cap tien Investment 2tr thoi map oi,Action,SET_LIMIT,SET,Investment,2000000,,,,,,,
